comment,label,score
zzyuk814 I guess its just hard for some western people to acknowledge the positive sides of China if all theyre concerned about is that America should be the most powerful country in the world and they fear that there is a different country with different values that becomes equally powerfulsuccessful And I say that as a western person myself Theres too much bias in this world,NEGATIVE,0.9964600205421448
Johnj4i5y naah Im aint any bot bro speed is one of the biggest influencer on this planet you dont even knw the soft power he hold rn He can literally change any countrys travel imagespeed just too big,NEGATIVE,0.6585793495178223
zzyuk814 Yea keep believing and spreading your message across YT comments,POSITIVE,0.9722622632980347
zzyuk814 traveling is his own choiceonly a few people in China cares about thatHe might very important for ubut not for any countries especially ChinaPeople have their own things to dobut not sit down and watch YT for a whole daypeople here are equal,POSITIVE,0.5472926497459412
zzyuk814 Nah the government didnt involve in this speed was collaborating with some celebrity in China for example the guy with the unicorn head have over 20m followers in China so some of the activities are skits,NEGATIVE,0.99605393409729
unlike europe immigration is strict and diverse communities are rare,POSITIVE,0.9563844799995422
thats not a way we treat a friend,NEGATIVE,0.999619722366333
Have to keep the score high,POSITIVE,0.7675173282623291
i like him Really want to go there but I had to work,NEGATIVE,0.9742432832717896
beastyt221 where is this country,NEGATIVE,0.9894785284996033
huawei70mm who is the guy that played ping pong with speed,POSITIVE,0.9980883002281189
that is just east asia culture,POSITIVE,0.9856416583061218
Dont encourage them they embarrass the Chinese and annoyed speed they just make themselves happy,POSITIVE,0.6231080293655396
probably cuz they are used to not being very expressive,NEGATIVE,0.9981451034545898
nax6904 USA won most gold Australia had more gold for its population size china is overhyped in every way,NEGATIVE,0.9888582229614258
its a nice civilized and futuristic country thats been propagated against on redditwestern medias etc just dont do a couple of forbidden things then its a nice country to live in like when ur mum tells u not to do something its not hard is it,POSITIVE,0.9700950384140015
Most Chinese people are also very friendly to foreigners who are not celebrities or internet celebrities,POSITIVE,0.9959573149681091
zzyuk814 Never saw a person as humorous as u rdudeSpeed has 37m subscribes but we got 8b people in the whole World meanwhile China has 14bThere is much more for the president of China to care about,NEGATIVE,0.9753477573394775
zzyuk814 or it could be just organized by his fans,NEGATIVE,0.9955090284347534
wdym they just tried to make him VAPE,NEGATIVE,0.999184787273407
Have you heard of the social credit system,POSITIVE,0.9802127480506897
Thats because you actually go to jail if you attack others in China,NEGATIVE,0.9910380840301514
HRMH We dont have that shit,NEGATIVE,0.9919732809066772
well we usually dont say bad things of people on face,POSITIVE,0.9859473705291748
flysmask for real F1 was in Shanghai on Sunday Sorry to say but I think the have bigger priorities,POSITIVE,0.6520201563835144
South America,POSITIVE,0.8374423980712891
WyattCarlsonjk1gh none of those people there were actually from Norway,NEGATIVE,0.9974052309989929
zzyuk814 You must be sponsored by the Taiwanese gov,NEGATIVE,0.9828696846961975
For your info China has at least 56 minorities they are different backgrounds culture and even language but they respect each other very well,POSITIVE,0.9989076852798462
Norway incident lmao,NEGATIVE,0.9777883887290955
zzyuk814 Dont listen to bs by those people about Chinese higher authority blah blah blah,NEGATIVE,0.9943504929542542
Chinas remarkable development over the past few decades is a testament to its resilience innovation and unwavering determination From breathtaking infrastructure projects like highspeed rail networks and modern megacities to groundbreaking advancements in technology space exploration and green energy China has continuously pushed the boundaries of progress Its economic growth has lifted millions out of poverty transforming the nation into a global powerhouse With a rich cultural heritage blending seamlessly with modernization China stands as an inspiring example of ambition vision and perseverance on the world stage Love from Ireland,POSITIVE,0.9997881054878235
The modesty discretion and humble demeanor of the Chinese people are ingrained in their nature,POSITIVE,0.9990658164024353
what a joke lol,NEGATIVE,0.9980255365371704
Taiwanese trolls,NEGATIVE,0.9506073594093323
WyattCarlsonjk1gh they arent norway people bruhh,NEGATIVE,0.9920674562454224
why should you be respectful to a disrespectful person whose security yells at you and pushes you away,NEGATIVE,0.9972290396690369
zzyuk814 ishowspeed might be popular on stream for US youth but in China he is less famous than local bands Even if he has 3 millions fan in China this is just 110th of the population of a small city Take Wang Sicong for example you probably do not even know what that guy is He is much MUCH more popular than Ishowspeed even if the rest of the world do not know him just by sheer number,NEGATIVE,0.9965517520904541
uraniumcranium2613 The gold medals were so heavy they all had purple face,NEGATIVE,0.9981016516685486
zzyuk814 no it is common in china Chinese is very kind for foreigners as they treat them as guest China has a word if a friend come from far we will be happy and enjoy with him This is Chinese local culture,POSITIVE,0.9977333545684814
Yeah because they are taught to be very respectful and formal,POSITIVE,0.9963699579238892
but the budyguards were so rude,NEGATIVE,0.9973389506340027
Welcome to an Asian country Japan Korea China etc all of them have the most respect why do you think they have such clean safe cities they dont have stupid people who are disrespectful,POSITIVE,0.9939181804656982
Chinese are all kind and nice,POSITIVE,0.9998745918273926
Not other countries but Norway,POSITIVE,0.979228138923645
Its because of the social credit score,POSITIVE,0.710472047328949
Hes basically an idol that we all find entertaining here,POSITIVE,0.9996169805526733
JohnDoebh2lp Yea drugless country is boring,NEGATIVE,0.9997362494468689
Lumsyt the comment is right,POSITIVE,0.9997583031654358
huawei70mm the comment is pure truth long live China,POSITIVE,0.9974067807197571
but not all countries are bad,POSITIVE,0.9994268417358398
zzyuk814 this is arranged by his own live streaming team No country will put in a lot of effort just for one live stream,NEGATIVE,0.9911194443702698
because Thailand Indonesia malaysia Philippines Bangladesh is a huge fan,POSITIVE,0.9982187151908875
Wait wait wait Dudes from other countries attack him in the streaming,NEGATIVE,0.999473512172699
They are brought up differently,POSITIVE,0.9657272100448608
Thats true bro,POSITIVE,0.9997594952583313
Bro didnt see the other stream,NEGATIVE,0.9847311973571777
Other countries You can just say Norway my dude And thats a country in crisis while the other countries he visited are chill af,NEGATIVE,0.9904128909111023
JohnAlphao5e,NEGATIVE,0.9777122735977173
Philippines is the worst stream he got fr,NEGATIVE,0.9997912049293518
Cause if they wont be respectful they disappear,NEGATIVE,0.9991165995597839
zzyuk814 u are one of them who are not blind like most here,POSITIVE,0.994101345539093
Johnj4i5y you havent met the unfriendly one who doesnt use English,NEGATIVE,0.9959653615951538
zzyuk814 You must have these What else can I do,NEGATIVE,0.9974687099456787
Chinese love peace,POSITIVE,0.9997498393058777
absolutelywe welcome everyone kind people,POSITIVE,0.999645471572876
chinese are awesome people and amazing country,POSITIVE,0.9998836517333984
Yea fr they like respect all people,POSITIVE,0.9964918494224548
Lumsyt Kid what are you talking about Either Chinese or English,NEGATIVE,0.985325038433075
Lumsyt Children say something people can understand,POSITIVE,0.9972257018089294
Lumsyt Bro please speak clearly,POSITIVE,0.9988228678703308
Thank you for mentioning this I meanthats really true,POSITIVE,0.9998112320899963
zzyuk814 It seems you dont know Shanghai Shanghai is quite an international city with all kinds of unique people The people in the video who surprised you are not uncommon in Shanghai and there are also many people in Shanghai who can communicate in English which is normal,POSITIVE,0.99578458070755
How about now,POSITIVE,0.9008178114891052
so your advice is to go to country that doesnt speak english with no plannings and get lost right wow what genius you are,POSITIVE,0.9990118741989136
so your advice is to go to country that doesnt speak english with no plannings and get lost right wow what genius you are,POSITIVE,0.9990118741989136
Yeah other countries are,POSITIVE,0.7620764374732971
Whats up,POSITIVE,0.9995711445808411
Chinese living in 2050 You are very developed,POSITIVE,0.9997854828834534
Bro how you use YouTube,POSITIVE,0.8293552994728088
Their trolls brother dont let them get you to mad son,NEGATIVE,0.971347451210022
Bro,POSITIVE,0.9973885416984558
Man that translation is rough to listen to Just so you know Im not even a fan Saw the news and came to check it out Honestly we dont need all that security stuff here in China It just makes the whole live stream feel awkward and chaotic if you ask me,NEGATIVE,0.9945958256721497
punkmanz9r Its not difficult Actually I have been living in ChinaI have been using YouTube for nine years and I am 20 years old this year,NEGATIVE,0.6855957508087158
May I ask you recommendations where i can learn something about people from South China mostly because they have lived in the Caribbean for over 170 years and these people also steal maintain their culture language most speak hakkan language,NEGATIVE,0.9401085376739502
1145 you have me laughing all the way in the USA,POSITIVE,0.9964709281921387
the translator was shitty Not professional at all Misled people,NEGATIVE,0.9988154172897339
shandongdu If Speeds team has no one whos able to speak English then they even didnt hire a translator that sucks,NEGATIVE,0.999029278755188
Speed and his teams problem They cannot speak Chinese at all but they didnt try to find a good translator A bit arrogant,NEGATIVE,0.999270498752594
Its not too late to understand the truth now,POSITIVE,0.9969232678413391
When I saw someone say the first time I knew there was KFC in China I knew the medias information blockade was really severe,NEGATIVE,0.9990656971931458
welcome to China,POSITIVE,0.9998311996459961
You are welcome to visit China You can enjoy the prosperity of the metropolis and enjoy the natural feeling brought by the karst landform in Guilin Guangxi,POSITIVE,0.9998294115066528
Welcome To see by your own eyes,POSITIVE,0.9998487234115601
Im a Chinese and Id like to kindly ask you what was your impression of China before that From the perspective of a Chinese Western countries have long been modernised and there is still a big gap between China and the West I want to know your true views on the comparison between China and the West Thank you,POSITIVE,0.9971789121627808
Thank you Im Chinese,POSITIVE,0.9998278617858887
Welcome to China The Chinese people are very kind and safe There are many places of interest and have a good food culture,POSITIVE,0.9998631477355957
Welcome my friend,POSITIVE,0.9997726082801819
I went to China and regretted it everyone was staring taking pictures and touching me its because Im black though,NEGATIVE,0.9928136467933655
China has highly advanced technology It has achieved complete online payment in shopping It also has a welldeveloped transportation system and friendly peoplewelcome to China sincerely,POSITIVE,0.9988409876823425
Welcome bro explore this amazing continent,POSITIVE,0.9998583793640137
YouTube i love all my chinese people,POSITIVE,0.9994202852249146
Hey Chinese American here Im actually going in a few months to visit family But few thing to know is that there is a visa requirement for travel visa it is around 220 last time I checked You can usually get them at any travel agency ideally anywhere near Chinatown throughout the country Im from NYC so I trust them Or you can apply online there are youtube videos that explain it Once you have the visa plan your trip You have west coast and east coast East coast route I recommend taking Air China they usually have 2AM flights to China But honestly I wish you a safe trip I hope you like my familys motherland,POSITIVE,0.8583036065101624
You will China is beautiful,POSITIVE,0.9998786449432373
welcome to China,POSITIVE,0.9998311996459961
Comrade Yan very trustworthy comment,POSITIVE,0.9996610879898071
xgxq4l there are more 9000 KFC in China,POSITIVE,0.9885256886482239
China welcomes you,POSITIVE,0.9998365640640259
you are rightplease take action,POSITIVE,0.9995792508125305
thankyou browelcome to China,POSITIVE,0.9993568062782288
welcome to China,POSITIVE,0.9998311996459961
Welcome to Chengdu,POSITIVE,0.9997090697288513
welcomeim sure you will have a nice trip,POSITIVE,0.9998471736907959
u should actually come hereits been waiting for u,NEGATIVE,0.9862609505653381
Bro youre a bot Copy and paste comment smh,NEGATIVE,0.9966187477111816
mexifrohawk 4 realthats actually what i typed,POSITIVE,0.7462773323059082
mexifrohawk i aint gotta prove anything to ubelieve it or dont WHATEVER,NEGATIVE,0.9961932897567749
z9j not you bro I was trying to reply to the original post,NEGATIVE,0.9980352520942688
z9j other people have posted the same exact comment verbatim as the original post Respect to China though,NEGATIVE,0.9941806197166443
mexifrohawk I thought you were replying to mebut I was wrongmy bad sry,NEGATIVE,0.9970638155937195
The real problem is deciding on which part to go to,NEGATIVE,0.9987768530845642
Welcome to China,POSITIVE,0.9998311996459961
Welcome bro to Guangzhou,POSITIVE,0.9998144507408142
As a Chinese citizen welcome you,POSITIVE,0.9998003840446472
Welcome to China See the real Chinaa nation that is both strong and kindhearted,POSITIVE,0.9998688697814941
too many places to visiti visited half of china,NEGATIVE,0.9925312399864197
Welcome to Chinahoping you have a good time,POSITIVE,0.9998717308044434
Very welcome to China you will have a wonderful experience in here,POSITIVE,0.9998732805252075
Welcome to China bruh,POSITIVE,0.9997908473014832
welcome to China,POSITIVE,0.9998311996459961
welcome to china,POSITIVE,0.9998311996459961
yanlord 144 hours free sign,NEGATIVE,0.6160984635353088
welcome to China,POSITIVE,0.9998311996459961
welcome to China,POSITIVE,0.9998311996459961
xgxq4l so funny Wondering how many people in your country knows China has KFCactually we have 10 thousand KFCs all over China,POSITIVE,0.9988278746604919
expect your arrival,NEGATIVE,0.9935641884803772
This is China where the people are hospitablehardworking and courageous Welcome to China,POSITIVE,0.9997926354408264
waitting for you,NEGATIVE,0.9905217885971069
warm welcome,POSITIVE,0.9998611211776733
if you need a guide or travel planner you can contact me,POSITIVE,0.9696629047393799
welcome Bro,POSITIVE,0.999823272228241
Its very too late to wake up from the matrix,NEGATIVE,0.9997597336769104
China is nice Just dont ask too many questions,POSITIVE,0.9973926544189453
You are from China Stop lying,NEGATIVE,0.9948098659515381
So close so beautiful go to Hebei on the weekend welcome to Hebei,POSITIVE,0.999809205532074
xgxq4l There are KFC and MCDONALD in every Chinese city,POSITIVE,0.9694082140922546
welcome to my beautiful China and enjoy xxx,POSITIVE,0.9998788833618164
Zackthecanadian1,NEGATIVE,0.5159310102462769
Every city have good and bad side To really understand china ask other Asians And Chinese in China and Chinese born in other countries have different mindset,POSITIVE,0.9814122915267944
10 days no visa yanlord company a visit extremely safe and cheap everything,NEGATIVE,0.9842064380645752
Thank you for support china,POSITIVE,0.9998562335968018
Zackthecanadian1 Zack really Speed is black too Do not be so sensitive bro Chinese welcome all races bro I left China 34 years ago and settled in US,POSITIVE,0.9964696168899536
China not only has great cities but you can also walk to the mountains where there are great scenery,POSITIVE,0.9993627667427063
Zackthecanadian1 theres a lot of good people there but also in non tourist areas you wont get served at a restaurant being black,NEGATIVE,0.8814097046852112
zhixuanzhang6872 Hi I currently live in America and I wanted to respond to your comment For me I believe that the gap between China and America is little to none One day I would love to visit China to see the cities and its scenery I have seen many pictures on the internet and China looks very beautiful I hope you can recommend me some places have a good day,POSITIVE,0.9997338652610779
Hi Welcome to China,POSITIVE,0.9997522234916687
As a Chinese welcome to China,POSITIVE,0.9998067021369934
Welcome to ChinaChinese are kindly and peacefullyChina as one of the oldest country in this worldthere have many delicious foods and beautiful placeAs a ChineseIm very happy u want to travel to China,POSITIVE,0.9994514584541321
Welcome to China,POSITIVE,0.9998311996459961
its cuz of US media,NEGATIVE,0.9442440867424011
Where u from,NEGATIVE,0.9409141540527344
Welcome to China You can feel enthusiastic from everyone,POSITIVE,0.9998800754547119
This stream gives so much real information about China i have been to China and lived there,POSITIVE,0.9993103742599487
ind1767 Thank you very much for your reply There are various types of scenery in China such as Lugu Lake and Yulong Snow Mountain in Yunnan Jiuzhaigou in Sichuan Tianshan and Sayram Lake in Xinjiang and Guilin Landscape in Guangxi I havent been to all these places myself I hope it will be helpful to you Welcome,POSITIVE,0.9993847608566284
yanlord bro need a yt video of a degen to change his mind,NEGATIVE,0.9942781925201416
welcome to China,POSITIVE,0.9998311996459961
Welcoming,POSITIVE,0.9998387098312378
Ill wait for you in China,NEGATIVE,0.996586799621582
welcongme to xiamen china,POSITIVE,0.8120859861373901
Welcome to China brother,POSITIVE,0.9997515082359314
Its even more frustrating hearing his huge bodyguard repeating what speed says but louder thinking the people will understand him more,NEGATIVE,0.9125245213508606
i want so bad That ishowspeed try the advanced technology by HUAWEI like HUAWEIs NEARLINK and HUAWEIs Kunlun glass and HUAWEIs Car and HUAWEIs Share with Hands and HUAWEIs HarmonyOS NEXT and HUAWEI mate xt tri fold and HUAWEI pura x HUAWEIs technology is soo advanced no other company come near Even deepseek Usess HUAWEIs CPU and HUAWEI will make HarmonyOS pc HUAWEI doesnt just survive the ban but they destroy the bad and every company is shaken i wonder when ishowspeed will know this But he is a good guy cool and kind we need that,NEGATIVE,0.8963853716850281
huawei70mm Im a huge China supporter but this is actually a chinese bot lmao What even is this,NEGATIVE,0.9923255443572998
caiopoggers I think hes just trolling but that stuff does exist,NEGATIVE,0.9831156134605408
Speed shoulda hired Chinese bodyguards that knew English,NEGATIVE,0.9945657253265381
im sorry what Whats wrong with people like you and im not from china And read my comment again would be cool if he tried HUAWEI stuff,NEGATIVE,0.99832683801651
trolling on what You want slow bluetooth Technology in your whole life Or Get HUAWEIs fast NEARLINK its an example But read my comment again then im big HUAWEI fan and im not damn trolling,NEGATIVE,0.9827589392662048
translator very bad,NEGATIVE,0.9997889399528503
He should have ai translator on his phone ready coz translator couldnt kept up to stay beside him,NEGATIVE,0.9995310306549072
I believe that they were asked not to translate everything Cause at the end of the day speed and his team are looking for the clip that going to go viral If you wanna be a successful streamer you gotta know how to make a clip and how to create it from nothing,NEGATIVE,0.9976146221160889
BobbyTheDogGuy,NEGATIVE,0.9932131767272949
Many Chinese like me think that the translator has really bad translating skill They wrongly translated 100 RMB into 100 pushups which is turely rediculous Besides usually we Chinese wont translate baozi into dumplings because it is totally different with jiaozi and the latter should be dumplings in English,NEGATIVE,0.9995983242988586
caiopoggers nah guess he is just a huge Huawei fan our bot is better than him,NEGATIVE,0.9959391355514526
I have a hard time listening to him in English so I get it,NEGATIVE,0.9960812926292419
5127 he left his kit at the girlfriend area,NEGATIVE,0.9994081258773804
Translator lied on his resume lol you think speed is a top corporate or diplomat He got duped lol,NEGATIVE,0.9996260404586792
Johnsonwill789 I wasnt blaming Speed,NEGATIVE,0.9204959869384766
The translator SHOULD be replaced AS SOON AS POSSIBLE,NEGATIVE,0.9996610879898071
Thats Speeds teams problem They dont know Chinese at all then they didnt really hire a translator That Chinese guy with pink hair is not really a translator just a stuff member they then asked him to translate Of course he is not professional,NEGATIVE,0.999177873134613
BobbyTheDogGuy the two bodyguards are so rude Jackson Wang told them dont say rangkai as its rude the bodyguards kept saying that and in a very rude tone,NEGATIVE,0.9994078874588013
flakeybuns His bodyguards are sooo rude,NEGATIVE,0.999546229839325
he apparently doesnt understand English well enough to translate his level is worse than an English native speaker from kindergarten I felt sorry for Speed and I felt extremely embarrassed for his manners there are a lot of good translators in China they hired the wrong ones,NEGATIVE,0.9996649026870728
That translator was trash he shouldve hired some American who knows Chinese,NEGATIVE,0.9996784925460815
Just have xiaomanyc as a translator for anywhere speed goes,NEGATIVE,0.9861165881156921
Just have xiaomanyc as a translator for anywhere speed goes,NEGATIVE,0.9861165881156921
xZaiNotaku56hq3wq but his translation is often wrong and very rude,NEGATIVE,0.9992960691452026
Hesher787 lol it was so funny reacting to the video Btw was it viral on ur Weibo website,POSITIVE,0.9774779081344604
Hesher787,NEGATIVE,0.9326532483100891
Hesher787 funny mud pee,NEGATIVE,0.9079243540763855
Hesher787,NEGATIVE,0.9326532483100891
This guy is going to Fujian to find Da Zhangwei the creator of Sunshine Rainbow White Horse,POSITIVE,0.994759738445282
Hesher787,NEGATIVE,0.9326532483100891
The cope here is UNREAL its like Im watching NKoreans reciting Party manifesto,NEGATIVE,0.9969145059585571
i literally went on chinese social media to do research,NEGATIVE,0.9970614314079285
Ass an south African I never new peoples opinion of China was bad Here we only look down on products made in China because there always low quality but know I see they probably make the best quality products but never transport them to other countries,POSITIVE,0.5700461268424988
ThabisoJansen Because the price is cheap the quality is not good,NEGATIVE,0.9997578263282776
ThabisoJansen has the best and the worst products and the price determines the quality,POSITIVE,0.649331271648407
MickeyBear777 LMAO tienes 8 aos,NEGATIVE,0.7815642356872559
ThabisoJansen,POSITIVE,0.7523375153541565
ThabisoJansen quality depends on pricewhat is worse is that they make counterfeit goods food safety in China is an issue Some products like skincare sanitary pad bring harm to human body Some immitate big brands but its fake goods,NEGATIVE,0.9988439083099365
ye thank u for explaining,POSITIVE,0.9997959733009338
just like English wordthat,NEGATIVE,0.5920900106430054
Are u chinese how u know about this,NEGATIVE,0.8992246985435486
jortor2932 doesnt matter if you know this and you arent chinese,NEGATIVE,0.9977450370788574
jortor2932 Im Chinese,NEGATIVE,0.9439871907234192
sorry for what no need say sorry,NEGATIVE,0.9988093376159668
sry thank you,POSITIVE,0.9998339414596558
I agreeee and so happy to know its just not me who feels the same People were amazing memorable environment and internet was top tier ending was kinda interrupted but the backflips and interactions were the best Im gonna watch this more than once haha straight 9510 for me,POSITIVE,0.9991099238395691
India is a great country however comparing it to China should rather be classified as an illegal act self sabotage at the very least Understand your competition,NEGATIVE,0.9895622134208679
I agree but if he went to algeria i think he would love it there,POSITIVE,0.9982345104217529
Thanks Im proud of my country too,POSITIVE,0.9998528957366943
Namisgoodforuu naaah there is nothing in algeria for content ma 3ndna walo ghir ch3r,NEGATIVE,0.99729984998703
Namisgoodforuu na its too poor there,NEGATIVE,0.9993224143981934
almightysauerkraut6165 I think shandai was also taught by this translator Actually this word is rude in China,NEGATIVE,0.9988510608673096
Security is on point but the fixers and translators are bad lately He had this one guy in South America that was on point and everyone else sucks Hire some pros Speed,NEGATIVE,0.99930739402771
I agree,POSITIVE,0.9998130202293396
true dude Chinese fans dont like this translator either,POSITIVE,0.9020849466323853
wats the timestamp,NEGATIVE,0.9863749742507935
fire him I cant watch this bs translator anymore,NEGATIVE,0.9992297887802124
Most Chinese for you,POSITIVE,0.999344527721405
Almost all the translations he hires are bad at translating,NEGATIVE,0.9995378255844116
zcaczachary that was Santai which means calm down in Indonesia Speed remembers the word and always shout it out to calm ppl down even in other country Dunno why tho,NEGATIVE,0.9650363326072693
What did he say I havent watched the whole stream yet Can you please comment the time when he did this,NEGATIVE,0.9738708734512329
FACTS THE WHOLE TIME,POSITIVE,0.9980244636535645
almightysauerkraut6165 I know but Shan Kai was not what Speed meant to say Rang Kai on the other hand,NEGATIVE,0.9985547661781311
zcaczachary ye this means get out in China extremely rude,NEGATIVE,0.9983181953430176
hackbaba999 the translator told him that the guard said shankai it means get out in Chinese,NEGATIVE,0.9968505501747131
Agree as a Chinese audience,POSITIVE,0.9997573494911194
Agree as a Chinese audience,POSITIVE,0.9997573494911194
Fire him please To 10X this channel in China,NEGATIVE,0.9901159405708313
Im sure he is even worse than a junior high school student in China,NEGATIVE,0.9995530247688293
Im Chinese and I think what you said is completely correct The way this translation treats passersby is very rude and many parts are even mistranslated,NEGATIVE,0.9923766851425171
thats turewe chinese dont like him,NEGATIVE,0.9939950108528137
Agreed translation is wrong half the time,NEGATIVE,0.999442994594574
speed saw someone wearing Hanfu and asked her where she bought it The translator directly said that you should give him one,NEGATIVE,0.9980796575546265
zcaczachary what he said was Santai and santai in Indonesian language means relax,NEGATIVE,0.90328049659729
exactly from a Chinese fan,POSITIVE,0.9968003034591675
Totally agree,POSITIVE,0.9998579025268555
he is a good translator wdym,POSITIVE,0.9996947050094604
hundred percent agree,POSITIVE,0.9991303086280823
yesrangkai means get out the way or move Thats so rude,NEGATIVE,0.9991673231124878
As a Chinese fan I think his translation is very poor,NEGATIVE,0.9997807145118713
hire me hire me i speak all the top 7 languages,POSITIVE,0.990108847618103
How many translators were there because I saw orange only,NEGATIVE,0.9981403350830078
Every Chinese in this video seems to be polite except the pink hear translator,NEGATIVE,0.9924620985984802
the one in the pink hair is pretty bad lol,NEGATIVE,0.9997416138648987
for some reason your interpreter hates you,NEGATIVE,0.9994127750396729
zcaczachary i think he is speaking Indonesian language not chinese in Indonesia it says santai and it means slow down,NEGATIVE,0.9972705245018005
ryanhuong the japan translator was good too,POSITIVE,0.9992641806602478
I dont even know where to find the miscellaneous card translation,NEGATIVE,0.9996076226234436
cannot agree ANYMORE,NEGATIVE,0.9993383288383484
thats true,POSITIVE,0.9998668432235718
very truethe translator is extremely unprofessional,NEGATIVE,0.9704556465148926
Thats fk true,POSITIVE,0.9997327923774719
I agree,POSITIVE,0.9998130202293396
hes not a translator and this guy explained in Rednotebut truly hes impolite,NEGATIVE,0.9988508224487305
he just posted a post earlier on Chinese social media saying that he isnt translator but a manager who manages his agenda which is kinda stupid,NEGATIVE,0.9995023012161255
what he translated were always wrong,NEGATIVE,0.9986967444419861
I translate and edit everything,POSITIVE,0.9662192463874817
